GeneSymbol,PhenotypeList,MIM_Number
KCNQ2,"not provided|Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy|Inborn genetic diseases",602235
KCNQ2,"Seizures, benign familial neonatal, 1|Complex neurodevelopmental disorder|KCNQ2-related disorder",602235
KCNQ2,"Seizures, benign familial neonatal, 2",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 7|Complex neurodevelopmental disorder|KCNQ2-related disorder|Seizure",602235
KCNQ2,"not provided|Complex neurodevelopmental disorder|Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy|Seizure",602235
KCNQ2,"Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy, 7",602235
SCN2A,"Developmental and epileptic encephalopathy, 11|Complex neurodevelopmental disorder|Episodic ataxia, type 9|not provided|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3",182390
SCN2A,"Developmental and epileptic encephalopathy, 11|Seizures, benign familial infantile, 3|not provided|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Complex neurodevelopmental disorder|West syndrome|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11;Episodic ataxia, type 9",182390
SCN2A,"Developmental and epileptic encephalopathy, 11|Complex neurodevelopmental disorder",182390
SCN2A,"Episodic ataxia, type 9|Seizures, benign familial infantile, 3|Epileptic encephalopathy|not provided|Developmental and epileptic encephalopathy, 11|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Infantile spasms|Complex neurodevelopmental disorder|SCN2A-related disorder|Inborn genetic diseases",182390
SCN2A,"Seizures, benign familial infantile, 3|Complex neurodevelopmental disorder",182390
ARX,"Developmental and epileptic encephalopathy, 1|Intellectual disability, X-linked, with or without seizures, ARX-related",300382
SCN8A,"Developmental and epileptic encephalopathy, 13|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder",600702
SCN9A,"Small fiber neuropathy|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
SCN9A,"not specified|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|Paroxysmal extreme pain disorder|not provided|Neuropathy, hereditary sensory and autonomic, type 2A|Primary erythromelalgia|Autism spectrum disorder",603415
SCN9A,"not specified|Paroxysmal extreme pain disorder|Small fiber neuropathy|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Primary erythromelalgia|not provided",603415
PLCB1,"Developmental and epileptic encephalopathy, 12",607120
PRRT2,Episodic kinesigenic dyskinesia 1|not provided|Episodic kinesigenic dyskinesia,614386
PRRT2,Episodic kinesigenic dyskinesia 1,614386
PRRT2,Infantile convulsions and choreoathetosis|not provided|Episodic kinesigenic dyskinesia|Episodic kinesigenic dyskinesia 1,614386
PRRT2,Infantile convulsions and choreoathetosis|Episodic kinesigenic dyskinesia,614386
PRRT2,"Seizures, benign familial infantile, 2",614386
PRRT2,"Infantile convulsions and choreoathetosis|not provided|Episodic kinesigenic dyskinesia|Episodic kinesigenic dyskinesia 1|Seizures, benign familial infantile, 2",614386
PRRT2,Infantile convulsions and choreoathetosis|Episodic kinesigenic dyskinesia|not provided,614386
PRRT2,Episodic kinesigenic dyskinesia 1|Infantile convulsions and choreoathetosis|Inborn genetic diseases,614386
PRRT2,Episodic kinesigenic dyskinesia 1|Episodic kinesigenic dyskinesia|not specified,614386
MECP2,Rett syndrome|not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|MECP2-related disorder,300005
MECP2,X-linked intellectual disability-psychosis-macroorchidism syndrome|not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|Rett syndrome|MECP2-related disorder,300005
MECP2,X-linked intellectual disability-psychosis-macroorchidism syndrome|not specified|not provided|Severe neonatal-onset encephalopathy with microcephaly|Intellectual disability|Inborn genetic diseases|Rett syndrome|MECP2-related disorder,300005
MECP2,Rett syndrome|not specified|not provided|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder,300005
MECP2,"Rett syndrome|Autism, susceptibility to, X-linked 3|Syndromic X-linked intellectual disability Lubs type|Inborn genetic diseases|not specified|Severe neonatal-onset encephalopathy with microcephaly",300005
MECP2,Rett syndrome|X-linked intellectual disability-psychosis-macroorchidism syndrome,300005
MECP2,Rett syndrome|X-linked intellectual disability-psychosis-macroorchidism syndrome|not specified|not provided|Severe neonatal-onset encephalopathy with microcephaly|Inborn genetic diseases|MECP2-related disorder,300005
SCN1A,"Severe myoclonic epilepsy in infancy|not specified|Migraine, familial hemiplegic, 3|Epilepsy|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|not provided|Inborn genetic diseases",182389
SCN1A,"Generalized epilepsy with febrile seizures plus|not specified|Epilepsy|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|not provided|Inborn genetic diseases",182389
SCN1A,"Severe myoclonic epilepsy in infancy|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|not specified|Epilepsy|Generalized epilepsy with febrile seizures plus, type 2|not provided|Inborn genetic diseases",182389
SLC2A1,"Dystonia 9|not provided|GLUT1 deficiency syndrome 1, autosomal recessive|Encephalopathy due to GLUT1 deficiency",138140
SLC2A1,"Epilepsy, idiopathic generalized, susceptibility to, 12|not provided|GLUT1 deficiency syndrome 1, autosomal recessive|Encephalopathy due to GLUT1 deficiency",138140
STXBP1,Variant of unknown significance,602926
SLC2A1,"Epilepsy, idiopathic generalized, susceptibility to, 12",138140
PRRT2,"Episodic kinesigenic dyskinesia 1|not provided|Episodic kinesigenic dyskinesia|Inborn genetic diseases|Seizures, benign familial infantile, 2|Infantile convulsions and choreoathetosis|Seizures, benign familial infantile, 2;Infantile convulsions and choreoathetosis;Episodic kinesigenic dyskinesia 1|PRRT2-related disorder|PRRT2-associated paroxysmal movement disorder",614386
PRRT2,Infantile convulsions and choreoathetosis,614386
PRRT2,"Seizures, benign familial infantile, 2|Episodic kinesigenic dyskinesia 1|not provided",614386
PRRT2,"Episodic kinesigenic dyskinesia 1|Seizures, benign familial infantile, 2|Seizures, benign familial infantile, 2;Episodic kinesigenic dyskinesia 1;Infantile convulsions and choreoathetosis",614386
KCNQ2,"not provided|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Inborn genetic diseases",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|not provided",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|Seizures, benign familial neonatal, 1|not provided",602235
TSC1,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II|Isolated focal cortical dysplasia type II;Tuberous sclerosis 1;Lymphangiomyomatosis|TSC1-related disorder,605284
TSC1,Autism spectrum disorder|Tuberous sclerosis syndrome|not provided|Hereditary cancer-predisposing syndrome|not specified|Isolated focal cortical dysplasia type II|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II;Tuberous sclerosis 1;Lymphangiomyomatosis,605284
TSC1,not provided|Tuberous sclerosis syndrome|Tuberous sclerosis 1|Lymphangiomyomatosis;Tuberous sclerosis 1;Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,605284
TSC1,not provided|Tuberous sclerosis syndrome|not specified,605284
TSC1,not provided|Tuberous sclerosis syndrome|not specified|Isolated focal cortical dysplasia type II|Primitive neuroectodermal tumor|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1,605284
TSC1,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|TSC1-related disorder|Isolated focal cortical dysplasia type II,605284
TSC1,not provided|not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome,605284
TSC1,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|Tuberous sclerosis syndrome,605284
TSC1,not provided|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II;Tuberous sclerosis 1;Lymphangiomyomatosis|Tuberous sclerosis syndrome|TSC1-related disorder,605284
TSC1,not provided|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II|not specified,605284
TSC1,not provided|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|not specified|Isolated focal cortical dysplasia type II|Tuberous sclerosis 1,605284
TSC1,not provided|Tuberous sclerosis syndrome|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|not specified,605284
TSC1,not provided|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|Tuberous sclerosis 1|Tuberous sclerosis syndrome,605284
TSC1,not provided|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome,605284
TSC1,not provided|Lymphangiomyomatosis;Tuberous sclerosis syndrome|Malignant tumor of urinary bladder|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not specified|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II|Malignant tumor of breast,605284
TSC2,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|Tuberous sclerosis 2|Cervical cancer|Uterine corpus endometrial carcinoma|Ovarian serous cystadenocarcinoma|Colorectal cancer|Melanoma,191092
TSC2,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
TSC2,"not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hirschsprung disease, susceptibility to, 1|not specified|TSC2-related disorder|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis",191092
TSC2,not provided|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not specified,191092
TSC2,not provided|not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome,191092
TSC2,Tuberous sclerosis syndrome|not provided|Tuberous sclerosis 2|not specified|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not specified|Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|TSC2-related disorder|not specified,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2,191092
TSC2,Tuberous sclerosis syndrome|not provided|Hereditary cancer-predisposing syndrome|not specified|Tuberous sclerosis 2|TSC2-related disorder|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
TSC2,Tuberous sclerosis syndrome|not provided|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
TSC2,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis syndrome|Tuberous sclerosis 2|not specified|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis,191092
TSC2,not provided|not specified|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Ovarian cancer|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis syndrome|not specified|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|TSC2-related disorder,191092
TSC2,not provided|not specified|Autism spectrum disorder|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II,191092
TSC2,not provided,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2|TSC2-related disorder,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|TSC2-related disorder,191092
TSC2,not provided|not specified|Tuberous sclerosis syndrome|Lymphangiomyomatosis;Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis and lymphangiomyomatosis|Lymphangiomyomatosis|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC1,Tuberous sclerosis syndrome|Tuberous sclerosis 1,605284
